Product ID ,Title ,Description  ,Vendor ,Brands ,Product Type ,Category ,Tags ,SEO Title ,SEO Description ,Product Images,Option1 Name ,Option1 Value ,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU ,Variant Barcode ,Variant Weight ,Variant Weight Unit  ,Variant Price ,Variant Compare At Price  ,Variant Bin Number,Variant Quantity ,Handle ,Size Chart,Collection,Short Description ,Commission Percentage,Attribute_Air Conditioner Type ,Attribute_Washing Machine Type,Attribute_Washing Machine Capacity,Attribute_Product Type,Attribute_Display Size,Attribute_Capacity,Attribute_Warranty  ,Attribute_Air Conditioner Capacity ,Attribute_Refrigerator Type,Attribute_Microwave Type,Attribute_INV/NON-INV,Attribute_Processor,Attribute_Water Dispenser Type,Attribute_LED Type,Attribute_Geyser Type,Attribute_Geyser Capacity,Attribute_Watts,Attribute_Volt,Attribute_Generation,Attribute_Fan Type,Attribute_Battery,Attribute_Core,Attribute_Capacity,Attribute_Thickness,Attribute_BNPL,Attribute_Fragrance Type,Attribute_Lasting,Attribute_Sillage / Projection,Attribute_Season,Attribute_UPS Inverter Type,Attribute_Generator Types,Attribute_Watch Sizes,Attribute_Watch Display Type,Attribute_Watch Band,Attribute_Watch Sensor Feature,Attribute_SKin Type,Attribute_Air Cooler Category
,Kenwood 1 Ton KGP-12C01S Glory Pro Split AC,"The Kenwood Glory Pro (KGP-12C01S) is a highly efficient 1-ton DC Inverter Air Conditioner designed for small-to-medium rooms. Built around a robust T3 Tropicalized Compressor, it delivers reliable cooling even when outdoor temperatures climb to a grueling 58°C, and reverses to a heating mode for winter.",Electronics World,KENWOOD,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Kenwood 60% energy saving AC,DC Inverter AC 12000 BTU,Low voltage operation AC",Kenwood Glory Pro 12C01S 1-Ton Inverter AC,Kenwood Glory Pro 12C01S 1-Ton Inverter AC,https://www.surmawala.pk/cdn/shop/files/12c01.png?v=1776945746,Color,White,,,,,KENWOOD-1TON-KGP-12C01S-GLORY-PRO-SPLIT-AC,KENWOOD-1TON-KGP-12C01S-GLORY-PRO-SPLIT-AC,65,kg,118043,123043,,100,kenwood-1ton-kgp-12c01s-glory-pro-split-ac,,,The Kenwood Glory Pro 12C01S is a 1-ton Heat & Cool DC Inverter AC featuring an ultra-resilient T3 Tropicalized Compressor built to operate in extreme heat up to 58°C ,,Split,,,,,,10 Year,1Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,KENWOOD 1TON DC INVERTER AC GLORY 12C03S,A 1-Ton Heat & Cool DC Inverter AC built for small rooms (100–150 sq. ft.) that saves up to 60% on electricity and keeps cooling even in extreme 58°C heat.,Electronics World,KENWOOD,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Energy Saving Air Conditioner,Low Voltage Operation AC",Kenwood Glory Plus 12C03S 1-Ton Inverter AC,Kenwood Glory Plus 12C03S 1-Ton Inverter AC,https://cdn.comverseglobal.com/alfa/products/product_images/kenwood-12co3s_200526154906846394.jpg,Color,White,,,,,KENWOOD-1.0TON-INVERTER-AC-GLORY-12C03S,KENWOOD-1.0TON-INVERTER-AC-GLORY-12C03S,65,kg,118043,123043,,100,kenwood-1ton-inverter-ac-glory-12c03s,,,"A 1-Ton, energy-saving Inverter AC (Heat & Cool) built to survive extreme heatwaves and low voltages.",,Split,,,,,,10 Year,1 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenwood AC 18C01S 1.5 Ton Inverter Glory Pro,"A high-performance 1.5-ton DC inverter AC designed for extreme heat. It features a heavy-duty T3 tropical compressor that cools effectively up to 58°C, saves up to 60% on energy using AI technology, provides both heating and cooling,",Electronics World,KENWOOD,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Kenwood Glory Pro,DC Inverter AC,Heat and Cool AC",Kenwood Glory Pro 18C01s 1.5 Ton Inverter AC,Kenwood Glory Pro 18C01s 1.5 Ton Inverter AC,https://electromart.com.pk/wp-content/uploads/2026/04/Kenwood-AC-18C01S.jpg,Color,White,,,,,KENWOOD-AC-18C01S-1.5TON-INVERTER-GLORY-PRO,KENWOOD-AC-18C01S-1.5TON-INVERTER-GLORY-PRO,65,kg,144130,149130,,100,kenwood-ac-18c01s-1.5ton-inverter-glory-pro,,,An energy-efficient 1.5-ton DC inverter AC built with a heavy-duty T3 compressor to deliver powerful heating and cooling even in extreme 58°C temperatures.,,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenwood 18C02S Glory Ultra 1.5 Ton DC Inverter Split AC,The Kenwood 1.5 Ton Glory Ultra (18C02S) is an energy-saving DC Inverter AC (Heat & Cool) built for extreme heat.,Electronics World,KENWOOD,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Kenwood 18C02S,Kenwood Heat and Cool AC,Kenwood T3 compressor AC",Kenwood 1.5 Ton Glory Ultra Inverter AC (18C02S),Kenwood 1.5 Ton Glory Ultra Inverter AC (18C02S),https://hadielectronics.com.pk/wp-content/uploads/2026/03/a1-32.webp,Color,White,,,,,KENWOOD-18C02S-GLORY-ULTRA-SPLIT-AC,KENWOOD-18C02S-GLORY-ULTRA-SPLIT-AC,65,kg,144130,149130,,100,kenwood-18c02s-glory-ultra-split-ac,,,A high-efficiency 1.5-ton DC inverter AC engineered for extreme 58°C cooling and up to 60% energy savings.,,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenwood AC 18C03S 1.5 Ton DC Inverter AC,"The Kenwood Glory Plus 1.5-Ton (18C03S) is a ""Heat & Cool"" DC inverter air conditioner that saves up to 60% on energy. Built with a heavy-duty T3 compressor, it delivers powerful cooling even in extreme 58°C summer heat and provides efficient heating in the winter.",Electronics World,KENWOOD,"home appliances,air conditioners",11639_11643_11653_11782_11783,"EnergyEfficient,SummerCooling,WinterHeating,AirConditioner",Kenwood 1.5 Ton DC Inverter AC Glory Plus 18C03S,Kenwood 1.5 Ton DC Inverter AC Glory Plus 18C03S,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBw8PDg0QDRAODw0PDg0NDg0ODxAODw8OFREWFhUSExMZHCggGBonGxMTLT0hJSorLi4wGB80ODMsNygtLisBCgoKDQ0NDw0NDysZFRkrLSsrKystLS0rKysrKystKysrKysrKysrLSsrKysrKysrKysrKysrKysrKysrKysrK//AABEIAOEA4QMBIgACEQEDEQH/xAAbAAEAAgMBAQAAAAAAAAAAAAAAAQMCBAUGB//EAD0QAAIBAgMEBggDBgcAAAAAAAABAgMRBCExBRJBURMUMmFxkQYHIlKBocHRQmKxFSMzkrLwFhdygqLC4f/EABUBAQEAAAAAAAAAAAAAAAAAAAAB/8QAFREBAQAAAAAAAAAAAAAAAAAAABH/2gAMAwEAAhEDEQA/APuIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAI3lzRDmua8wMgYdLHmOljz+TAzBX0y7/ACI6ZcmBaCrpu4jpu75gXAp6Z8kR0r7hReDXlUl/aMesS5IUbQNbrf5fmZ0sRGTtmnyYFwAAAAAAAKa2IjF2d2+SKnjl7svkU43tvwRQQbnXfy/MdbfJGojNAbHWZfl8mR08ua8ipEgWdLLm/kN5835sxRKAnzFgiQCRIAAkglALCxIAiwsSSBiSibBICKqyNdmzV0NdoKwZOH7cfEhoyw/bj4gdEAFQAAAAAc7Gdt+CKDYxa9t+C/QpsQEZIJGSQBEk2JSAIklIlICCSbAASEibAQSCbAQCbCwAEkoCAjIgCKuhQ0bFTQoYGDRNHtx8SGZUe1HxA3gAUAAAAAGhi+2/BFRZjXaUna7UckuOWhz1jpcaFe93ootNX1V2uFtbEG8jJGMXl9HqZIDIlEIyAkArxOIjTg51HaKcU3ZvOUlFZLvaAsMkjkv0hwi7VXd/1RmuF+X92fJmzDa1ByUVN7zluJOE17V0rZrLOUf5lzA3gAAJAAAEgAABIKKuLpxUnKS9lNtK8pZapRWbfcjOlWjLstPR9/kBnU0KGX1NChgYtCj2o+IYpdqPiBvgAoAAAAANDaNJ3Uk7cH9Dgbe2pWwsYTp01VjJtSbnubrWi0eufkesqQUotPRo4WMwvSRqUprLS9r2lqpIg8PjPWVKjKMZYOpOcrtKnUySWrcnGyJj61KSkozw1ZXaV1Om0r872PQY/YSp0H1SnQddyi5dai5qa4ptaa8ORzsHgcQofvsNs9Tbu40YSUV8Xr5Aa1X1r4Om0qlHERztf901/UbFT1pYGH8SGJj37kGv6jZxmy42ptYLD1HKmpTuoq07u6Ta0NSrsejL+JsyhLvvB/8AQDa/zM2coqUpVoxaUk3SbyemjZdH1i7MlBTdWfRyuk5UKlnZ2fDmjQxXo9geipOez4y3t9dHFR9jdfguZpz9GtmOO68Jiacb33Y5RT42W93Aduj6cbGa9mrRyd7dBNWfO25kzYl6TbIp7s5VMPTtuuMnScbcYtPdyPN4b0I2ZJVOhp14TUHL23JXzy487GvtD0U34RVSD6LdhGL3s3upLhnwfiB7f/GWzeOMw0eHtVN39TYj6T4BpNYvDWaTT6aCTT0zufPsD6ucPOMp1J1IQyi/acm7W53sbGK9B8JKnCl12UYwTUbqLaTd9QPf09u4SXZxOGlwyrU3ny1LY7Vw70rUX4VYfc+aUPVzhqDbjjH+8gu30dmr5SWfczUrerGhUd+vxfJbtJ2/5AfW1jqT0qU34Ti/qZxxEHpKL/3I+U4v1bSqRSWMp3slfo023bXtlOH9VlanvWxNOW9G2dOS8Hq+8D6+qiJ3kfE8V6stoRzpV4Tz7MXODt8TrbH2FtOjS6OvGpJxdoTjNt7vJ58APotbZFCcpScYuUpOTbhFu7+BdgcHToubhZb+qSSPn0sHjVwxS8JT+jPdbDlKWGo9IpKoobs99NSvF2u787fMDpTlkUssVitgYsmj24+Ji2TRftx8QOgACgAAAAAFVbDxlre/NNotAGhLZcX+Kfx3fsV/shcJv4r/ANOmAOZLZb9/5NfUrey58JR839jrgDkPAVUrK3mYPBVfdv8AFfc7QA4scLUV/Y1VnxLVCSSTpvLTI6oA40o5NbmTd2mtWa0sNDjTXkj0RDRBwKuHpyUd6F92O6stFcqeBo+4j0XRx92PkiHRh7q8hB5x7NoP8KMsRs6jPd3vwwjBeCO+8LB/h+bMep0+XzEHnf2TS4OS+JhW2QpJLpa0UndblScHpbVPPU9G8DDv+Rg9nR4N/EDy8tiT0ji8Yr5JdYqP9WdfZWHlQTpzq1azl7alVlvNaJxT5aebOgtnJNNNXWayf3KMTs6tOUZKqluu6ik0n48xBcp5mM2VdSr86b+Ml9CxYatx3P5n9gMJMsws1vq/G6XcyVgJvtTS8E2X0MHGDveUn36L4AbIAKAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA//Z",Color,White,,,,,KENWOOD-AC-18C03S-1.5TON-DC-INVERTER-AC,KENWOOD-AC-18C03S-1.5TON-DC-INVERTER-AC,65,kg,144130,149130,,100,kenwood-ac-18c03s-1.5ton-dc-inverter-ac,,,"Kenwood 18C03S Glory Plus: A 1.5-ton, highly energy-efficient ""Heat & Cool"" inverter AC designed to deliver powerful, rapid climate control even in extreme summer heat up to 58°C.",,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenwood Inverter Ac 1.0 Ton E-Smart Onyx 1266S,"The Kenwood 1266 E-Smart Onyx is a premium 1-Ton Heat & Cool DC Inverter AC featuring a sleek, mirror-black finish and up to 75% energy savings.",Electronics World,KENWOOD,"home appliances,air conditioners",11639_11643_11653_11782_11783,"BlackMirrorDesign,SmartAC,WiFiEnabled,AmpereLocking",Kenwood 1266 E-Smart Onyx 1-Ton DC Inverter AC,Kenwood 1266 E-Smart Onyx 1-Ton DC Inverter AC,https://newtokyo.pk/cdn/shop/files/IMG_2128_f58549a4-78e8-41b7-9959-07bc0fb6af4e_900x.jpg?v=1747566679,Color,Black,,,,,KENWOOD-INVERTER-AC-1.0TON-E-SMART-ONYX-1266S,KENWOOD-INVERTER-AC-1.0TON-E-SMART-ONYX-1266S,65,kg,165870,170870,,100,kenwood-inverter-ac-1.0ton-e-smart-onyx-1266s,,,"A premium 1.0-ton heat & cool DC inverter AC featuring a striking mirror-black design, smart Wi-Fi control, and advanced energy-saving ampere locking.",,Split,,,,,,10 Year,1.0 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenwood Ac 1866 1.5 Ton E Smart Onyx,The Kenwood KES-1866S e-Smart Onyx is a premium 1.5-Ton Heat & Cool DC Inverter AC. It features a striking black-mirror design and a heavy-duty T3 compressor built to cool effectively in extreme heat up to 60°C. It offers up to 75% energy savings,Electronics World,KENWOOD,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Heat and Cool Inverter, Solar Friendly AC, Wi-Fi Smart AC",Kenwood 1866 e-Smart Onyx 1.5 Ton Inverter AC,Kenwood 1866 e-Smart Onyx 1.5 Ton Inverter AC,https://electromart.com.pk/wp-content/uploads/2024/04/IMG_1931.png,Color,Black,,,,,KENWOOD-AC-1866-1.5TON-E-SMART-ONYX,KENWOOD-AC-1866-1.5TON-E-SMART-ONYX,65,kg,238696,243696,,100,kenwood-ac-1866-1.5ton-e-smart-onyx,,,A premium 1.5-ton black-mirror inverter AC built for extreme heat (up to 60°C) with smart Wi-Fi and solar-friendly power capping.,,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenwood Ac 1267 E Comfort Pro,Kenwood e-Comfort Pro (1267S) is a 1-Ton Heat & Cool DC Inverter AC designed for rooms up to 150 sq. ft. It features a T3 compressor for extreme heat (up to 60°C) and an Ampere Locking system to manually limit power usage on solar or generators.,Electronics World,KENWOOD,"home appliances,air conditioners",11639_11643_11653_11782_11783,"SolarFriendly,GeneratorCompatible,SmallRooms",Kenwood 1-Ton e-Comfort Pro DC Inverter AC 1267S,Kenwood 1-Ton e-Comfort Pro DC Inverter AC 1267S,https://electromart.com.pk/wp-content/uploads/2024/08/IMG_9048.jpeg,Color,White,,,,,KENWOOD-AC-1267-E-COMFORT-PRO,KENWOOD-AC-1267-E-COMFORT-PRO,65,kg,133261,138261,,100,kenwood-ac-1267-e-comfort-pro,,,1-Ton Heat & Cool DC Inverter AC with low-power solar/generator locking and 60°C extreme heat cooling.,,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenwood 1867 E?Comfort Pro 1.5?Ton Inverter Split AC,"KENWOOD e-Comfort Pro (1867S) is a 1.5-ton Heat & Cool inverter AC built for extreme heat (up to 60°C). It saves up to 75% on electricity and features an ""Ampere Lock"" to lower power usage manually on generators.",Electronics World,KENWOOD,"home appliances,air conditioners",11639_11643_11653_11782_11783,"EnergySaving,SmartCooling,AirConditione,HomeAppliances",Kenwood 1.5 Ton e-Comfort Pro 1867 Inverter AC,Kenwood 1.5 Ton e-Comfort Pro 1867 Inverter AC,https://shandaarbuy.pk/cdn/shop/files/Kenwood_KEC-1867S_E-Comfort_Pro_1.5_Ton_Inverter_Split_AC_large.png?v=1746093964,Color,White,,,,,KENWOOD-1867-E?COMFORT-PRO-1.5-TON-INVERTER-SPLIT-AC,KENWOOD-1867-E?COMFORT-PRO-1.5-TON-INVERTER-SPLIT-AC,65,kg,172391,177391,,100,kenwood-1867-e?comfort-pro-1.5-ton-inverter-split-ac,,,A 1.5-ton inverter AC that cuts electricity bills by 75% and cools perfectly even in 60°C extreme heat.,,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenwood 1871 E?Luxury Plus 1.5?Ton Inverter Split AC,The Kenwood 1871 eLuxury Plus is a premium 1.5-ton inverter AC built for year-round heat and cool comfort. It features a rugged T3 compressor that cools even at 60°C while saving up to 75% on energy.,Electronics World,KENWOOD,"home appliances,air conditioners",11639_11643_11653_11782_11783,"VoiceControlAC,WiFiEnabled,EnergySaving,HomeAppliances",Kenwood 1871 eLuxury Plus 1.5 Ton Inverter AC,Kenwood 1871 eLuxury Plus 1.5 Ton Inverter AC,https://www.kenwoodpakistan.pk/cdn/shop/files/eLuxuryPlus.png?v=1738164597,Color,White,,,,,KENWOOD-1871 E-LUXURY-PLUS-INVERTER-SPLIT-AC,KENWOOD-1871 E-LUXURY-PLUS-INVERTER-SPLIT-AC,65,kg,178913,183913,,100,kenwood-1871 e-luxury-plus-inverter-split-ac,,,"A smart, energy-saving 1.5-ton heat & cool inverter AC that features offline voice control, high-heat cooling (up to 60°C), and customizable power limits.",,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenwood 1875 1.5 Ton Heat & Cool eOasis Air Conditioner,"A 1.5-ton DC inverter AC (Heat & Cool) featuring rapid cooling, auto-cleaning, and up to 60% energy savings.",Electronics World,KENWOOD,"home appliances,air conditioners",11639_11643_11653_11782_11783,"SelfCleaningAC,HomeCooling,EcoFriendlyCooling,EnergySavingAC",Kenwood eOasis 1875 1.5 Ton Full DC Inverter AC,Kenwood eOasis 1875 1.5 Ton Full DC Inverter AC,https://www.aysonline.pk/wp-content/uploads/2026/01/KENWOOD-SPLIT-AC-KEO-1875-S-E-OASIS.png,Color,White,,,,,KENWOOD-1875-1.5TON-EOASIS-AIR-CONDITIONER,KENWOOD-1875-1.5TON-EOASIS-AIR-CONDITIONER,65,kg,144130,149130,,100,kenwood-1875-1.5ton-eoasis-air-conditioner,,,An energy-efficient 1.5-ton DC inverter air conditioner that provides year-round heating and cooling with up to 60% electricity savings.,,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dawlance Aura X 1.5 Ton Inverter Split AC,"The Dawlance Aura X 15 is a 1-Ton Heat & Cool DC Inverter AC that delivers up to 60% energy savings. It features a one-touch self-cleaning system, 4D airflow, and a low-voltage operation design tailored to handle power fluctuations smoothly.",Electronics World,DAWLANCE ,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Dawlance,InverterAC,1TonAC,HeatAndCool,SmartCooling",Dawlance Aura X 15 DC Inverter AC (1 Ton),Dawlance Aura X 15 DC Inverter AC (1 Ton),https://www.surmawala.pk/cdn/shop/files/image_1_57ced040-61fb-4117-9738-9d87622098bc.webp?v=1754727087,Color,White,,,,,DAWLANCE-AURA-X-1.5TON-INVERTER-SPLIT-AC,DAWLANCE-AURA-X-1.5TON-INVERTER-SPLIT-AC,65,kg,116957,121957,,100,dawlance aura x 1.5 ton inverter split ac,,,"The Dawlance Aura X 30 (1.5 Ton) is an energy-efficient Heat & Cool DC Inverter AC featuring 4D airflow, low-voltage operation, and a one-touch self-cleaning system.",,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dawlance AC 15 Infinity Pro 1 Ton ,"A budget-friendly 1.0-Ton (12,000 BTU) split AC designed for rooms up to 150 sq. ft. It features 100% copper tubing and Gold Fin anti-corrosion coating for long-term durability. It safely handles voltage drops down to 150V, includes a self-cleaning mode to prevent mold",Electronics World,DAWLANCE ,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Small-Bedroom,Budget-Friendly,Fast-Cooling,Dawlance,Air-Conditioner",Dawlance 1.5 Ton Infinity Pro Fixed Speed AC,Dawlance 1.5 Ton Infinity Pro Fixed Speed AC,https://hadielectronics.com.pk/wp-content/uploads/2026/02/INFINITY-PRO-15.webp,Color,White,,,,,DAWLANCE-AC-15-INFINITY-PRO-1-TON,DAWLANCE-AC-15-INFINITY-PRO-1-TON,65,kg,98478,103478,,100,dawlance-ac-15-infinity-pro-1-ton,,,"A durable, budget-friendly 1.0-Ton non-inverter AC with copper piping, low-voltage protection, and anti-rust coatings—ideal for fast cooling in smaller bedrooms.",,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,DAWLANCE 15 Frost pro,"The Dawlance Frost Pro 15 is a budget-friendly 1.0 Ton DC Inverter AC built for small rooms (up to 130 sq. ft.). It runs without a stabilizer down to 150V, resists rust with Gold Fin coating, and comes with a 12-year compressor warranty.",Electronics World,DAWLANCE ,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Dawlance,Home-Appliances,Bedroom-AC,Budget-Friendly-Inverter",Dawlance Frost Pro 15 1 Ton DC Inverter AC,Dawlance Frost Pro 15 1 Ton DC Inverter AC,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxAODw8PDw0NEA0PDQ0NDRAPEBAQDw8PFREWFxURFRMYHyggGBolGxUTITEhJikrLi4uFx8zOTMsNygtLisBCgoKBQYFDgUFGisZExkrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrK//AABEIAOEA4AMBIgACEQEDEQH/xAAcAAEAAgIDAQAAAAAAAAAAAAAAAQcDBQIGCAT/xABAEAACAQICAwsJBgYDAAAAAAAAAQIDBAURByFREhMxMjNBYXKRsbIGUnFzgZKhwdEIFEJDotIiI2OCwvBUYuH/xAAUAQEAAAAAAAAAAAAAAAAAAAAA/8QAFBEBAAAAAAAAAAAAAAAAAAAAAP/aAAwDAQACEQMRAD8Ao0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABzVGTi5KEtwuGWT3K9pwAAAAAAAM9jZ1bipCjRpzq1pvKEIRcpSeWepLoTfsOz0dGmMT4MPmutUoR75AdRBYNDQ7i0+GNrT69b9qZsrXQffPlbuyh1HVqP4xiBVgLloaCXq3eKJLnULbP4up8jZ0NBtmuPe3kuoqUO9MChweibXQzhUON98q+srRXgjE2VDRZgsGn9w3TXn17hrs3eT7APMgPV1HyHwqHBhdk+tRhPxJmytsFtKWqlZ2lNLg3uhSh3IDyFSpSm9zCMpS2RTk+xGxo+Tl/PiYffT6ttWl3RPXUIpLJJJbFqRIHla30f4tU4uG3K68VT8bRsLfRTjM3rsowW2dehl2KTfwPTQA870dC2Ky4Z2UOtVqPwwZsrfQZdPlL+3j1Kc597iXuAKZttBEfzMSk1shbqHxc33Gyo6DbFce7vZdWVKK8DLUJAryhocwmPGp159etP/Fo2NtouwenwWMH151anjkzuRIHXqHkPhcODDrPNcDdCk32uJs6GDW1PiW9GPVhGPcfcAOMKcY8EY9h1Xyp8l7OpKFR2dq93mpKVGk8pbU2s1mdtNVjvFh113MCurvR3h1Rt/dIxb56c6sP0qWXwNNdaKLV573WuYbE5QnFezcp/EstBoCmrvRPWSe9XcJvXkqlJwXobTl3HRMWwytZ1pUK8HCpHLNcKafBJPnTPT7iiodOFGKr2c0lupUa0ZPnajNNL9Uu0D7Ps9WsJXV7WazqU7elTg9iqTbl4F8S9Ckvs7criPqrXxTLtAAAASQSAAAAkgkAASAAAEgAASAAJAAAEgDVY9xYdddzNqarHuLDrruYGsiBEkCCpNOXKWPq7jxQLbKk058pY+ruPFAD7/s7criPqrXxTLtKS+ztyuI+qtfFMu0AAABJBIAAASkMvqTHgb1Z8H+ompw9/PzgcSSCQAAAkAASAAJAAAkAAavHuLDrruZtDV49xYdddzA1cSSESBBUmnPlLH1dx4oFtlSac+UsfV3HigB9/wBnflcR9Va+KZdpSX2duVxH1Vr4pl0b3Lz9vM/qBlBj3Mtvxy+TJyl/sl+0DmSY/wCLo7QnLZ2JfUDIDhm9j7I/uJ3XR8H8gORJj3zo+E/2jfeh9j+gGQkx76ujtiu8nfF0e9D6gcwcVP8A3U+4nddEvdYHIHHdrp92Q3xbe8DmDhvsfOXaTvsfOj2oDmCFJbV2kgSAABq8e4sOuu5m0NXj3Fh113MDVxJIRIEFSac+UsfV3HigW2VJpz5Sx9XceKAH1fZ5rxVzfU21u529GcVzuMJtS8cS65Rnum01uclkm9XNzc3P2nkTC8SrWlWNe2qzpVoZ7mcHrWaya2NdDO9YZpjxKlkq283EUtbcVSqP2x/h/SB6EpuX4kstqZkKkwvTNQnqrRlRerNypucfY4tt9iO34d5aUbhZ0a1tV2qNRbpelcKA7aDSQx7P8tPqyMscchz05L2oDbA1scapPh3a9hmjilF/jy9KaA+wk+eN7SfBVh2pGaNSL4JRfoaA5EkEgQ4rYiN7j5sexHIAcd6j5sexDeo7OxtHMAcd7W2Xvy+pO99MveZyAGKcYppOpk3wJ7jN+jNax93W1+7T/aTVpZvNSae5cVk2ufh1GGacNzup6s8m3KWT+mS1cOvnAy/dltXtjH5ZHF2r85L+1/uMMks91vtNNRg081utSeet82TfMfTbyk+NJNpa8nHhz5svnzgZYrJJZ55JLPaazHuLDrruZtDU4+tVPoqJ/okvmBrUSQiQIKk058pY+ruPFAtmos9W15P0c/cVHpvpxjUsVGMYrerjVFJLjQ2AViAAAAA+uhidxT1U7ivBbIVZx7mbC38rcQp8W+uH15754szSADtdvpDxOHDcRqLZOlT74pM2FDSlerj0bWa6tSL7d18jogAsulpZl+Owi9u5rtd8WbCjpVtfx2tzHq73LvaKkAF322lCweX865pdEoT1e5mbW00i2c+LiUV6xSh40eewB6ZtPLOlU4l/aVHsVSk5diZs6WPzetb1JdGf1PKZyhNxecW01wNNp9oHrGOPS56afol/4ZY49Hnpy9jTPK9LHLyHFvbuPVr1V8zYUfLbEocF7U/ujTm+2SYHp2OO0udTXpX0M0cYov8AHl6VL6HmyhpJxGPGnQqdM6SWfuNGwt9Kt0uUtraXUdSn3uQHoiOI0X+bD2ySMu+U5/ihLh50ygrfSxH8yxklthWUn2OK7z76OlKyeSlRu49O4pyS/VmBeCow5klmstWa2fRHKlSjDVFZcBT9DSNh3/KnD00q3+KZtbfy4tJcXE6a61bcfCTQFnGqxp5uMdj3T9GWS732HWrbyn3xfy72lVX/AEqU59x99LEVLXOLzfDJa8+0DJkDNGUZ8Vp9/YcakMtfMBgnzdb5MqTTk/51kv6Vd/qiWXimM2tumq9xSpp+dUUJezXnn6CktJHlHSxC5hvDk7ehT3uEpOec5N5yl/Fry4q9gHUgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAy0LmpT5OpUh1JSj3GIAbW38pL6m84X12sv61RrsbyMt55WYhWWVS/umtiqSjn6dzlmaUATKTbbbbbebb1tvaQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAf/Z",Color,White,,,,,DAWLANCE-15-FROST-PRO,DAWLANCE-15-FROST-PRO,65,kg,102826,107826,,100,dawlance-15-frost-pro,,,"A reliable, energy-saving 1-Ton Inverter AC for small rooms that handles voltage drops and resists rust.",,Split,,,,,,10 Year,1 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
