id,name,category,brand,price,image
1855,"Haier HWM-80 AS Twin Tub-By Electronics World","Washing Machines","Haier",32900,"null"
1856,"Haier HWM 100 AS Twin Tub-By Electronics World","Washing Machines","Haier",36900,"null"
1857,"HAIER HWM 100 CS TWIN TUB-By Electronics World","Washing Machines","Haier",120826,"null"
1858,"Haier HWM 100 BS Twin Tub-By Electronics World","Washing Machines","Haier",37899,"null"
1859,"Haier HWM-120 AS Washer and Spinner-By Electronics World","Washing Machines","Haier",150826,"null"
1860,"Haier HWM-80-186 Semi Automatic-By Electronics World","Washing Machines","Haier",80186,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F17805605753188581_040626130935415592.jpg&w=384&q=75"
1861,"Haier HWM 110-186 Twin Tub-By Electronics World","Washing Machines","Haier",110186,"null"
1862,"HAIER HWM-80-1269 X Automatic Top Load -By Electronics World","Washing Machines","Haier",56999,"null"
1863,"HAIER HWM 85-826 E Full Automatic 8.5kg Top Load Washing Machine-By Electronics World","Washing Machines","Haier",85826,"null"
1864,"HAIER HWM 90-1708 Automatic Top Load 9 Kg-By Electronics World","Washing Machines","Haier",75799,"null"
1865,"Haier HWM 90-826 90-826-9 kg Fully Auto Washing Machine-By Electronics World","Washing Machines","Haier",90826,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F1776961697768944_230426212817861443.jpg&w=384&q=75"
1866,"100-826","Washing Machines","HWM 100-826",100826,"/images/products/haier-fully-automatic-top-load-washing-machine-10-kg-hwm-100-826.jpg"
1867,"Haier HWM 90-1789-9kg Fully Automatic Top Loading Washing Machine-By Electronics World","Washing Machines","Haier",76500,"null"
1868,"Haier HWM 95-1678 ES8/JT-9.5 Kg Top Load Automatic Washing Machine-By Electronics World","Washing Machines","Haier",82000,"null"
1869,"100-1678 E","Washing Machines","HWM 100-1678 E",91599,"/images/products/haier-hwm-100-1678-e.jpg"
1870,"Haier HWM-120-826 E-12 kg Fully Auto Washing Machine-By Electronics World","Washing Machines","Haier",120826,"null"
1871,"Haier HWM-120-826 B-Top-Load 12kg Automatic Washing-By Electronics World","Washing Machines","Haier",120826,"null"
1872,"Haier HWM 120-1789-Top load Washing Machine 12 KG -By Electronics World","Washing Machines","Haier",103800,"null"
1873,"Haier HWM 120-1678-Washing Machine 12Kgs Top Loading -By Electronics World","Washing Machines","Haier",99100,"null"
1874,"HWM 120-1678 ES9","Washing Machines","HWM 120-1678 ES9",113499,"/images/products/haier-hwm-120-1678-es9.jpg"
1875,"Haier HWM-120 1978-Top Load Automatic Washing Machine-By Electronics World","Washing Machines","Haier",145000,"null"
1876,"Haier HWM 150-1708-15Kg Top Load Fully Automatic Washing Machine-By Electronics World","Washing Machines","Haier",103000,"null"
1877,"Haier HWM 150-B1678 ES8-15 KG Top Load Automatic Washing Machine -By Electronics World","Washing Machines","Haier",115500,"null"
1878,"Haier HWM 150-1978-15 KG Top Load Fully Automatic Washing Machine-By Electronics World","Washing Machines","Haier",170000,"null"
1879,"Haier HW-80 BP12929 S3-8kg Front Load Washing Machine-By Electronics World","Washing Machines","Haier",149000,"null"
1880,"Haier HW 80-BP 12929 S6- Front Load Washing Machine-By Electronics World","Washing Machines","Haier",154899,"null"
1881,"Haier HW-90 BP 14959 S8-Automatic Front Load-By Electronics World","Washing Machines","Haier",167999,"null"
1882,"HW-90 BP 14959 S6","Washing Machines","HW-90 BP 14959 S6",45000,"/images/products/HW90-BP14959S6.png"
1883,"Haier HW 100-BP14929 S3-Front Load Fully Automatic-By Electronics World","Washing Machines","Haier",186799,"null"
1884,"HW-120-BP14929 S6","Washing Machines","HW-120-BP14929 S6",191200,"null"
1885,"HW-105 B14959 S8 UI","Washing Machines","HW-105 B14959 S8 UI",213299,"null"
1886,"Orient Twister 1350 12 Kg Metallic Grey Washing Machine-By Electronics World","Washing Machines","Orient",135012,"null"
1887,"Orient Twister 1150 10 Kg Metallic Grey Washing Machine-By Electronics World","Washing Machines","Orient",115010,"null"
1888,"PEL PWMS-8050-By Electronics World","Washing Machines","PEL",8050,"null"
1889,"PEL PWMS-1250-By Electronics World","Washing Machines","PEL",30900,"null"
1890,"PEL PWMS-1050-By Electronics World","Washing Machines","PEL",42500,"null"
1891,"PEL PAWM 900-By Electronics World","Washing Machines","PEL",72500,"null"
1892,"PEL PAWM 900i-By Electronincs World","Washing Machines","PEL",77500,"null"
1893,"PEL PAWM 1100-By Electronics World","Washing Machines","PEL",84900,"null"
1894,"PEL PAWM 1100i-By Electronics World","Washing Machines","PEL",88900,"null"
1895,"SuperAsia SA 110-By Electronics World","Washing Machines","SA 110",15000,"null"
1896,"SuperAsia SA 111-By Electronics World","Washing Machines","SA 111",25699,"null"
1897,"SuperAsia SA 210-By Electronics World","Washing Machines","SA 210",19000,"null"
1898,"SuperAsia SA 240 Shower wash-By Electronics World","Washing Machines","SA 240 Shower wash",28380,"null"
1899,"SuperAsia SA 255-By Electronics World","Washing Machines","SA 255",25699,"null"
1900,"SuperAsia SA 260-By Electronics World","Washing Machines","SA 260",26099,"null"
1901,"SuperAsia SA 270-By Electronics World","Washing Machines","SA 270",24850,"null"
1902,"SuperAsia SA 272-By Electronics World","Washing Machines","SA 272",24860,"null"
1903,"SuperAsia SA-280 Grand Wash-By Electronics World","Washing Machines","SA 280",42199,"null"
1904,"SuperAsia SA 290-By Electronics World","Washing Machines","SA 290",33599,"null"
1905,"SuperAsia SA 241 Smart Wash-By Electronics World","Washing Machines","SA 241",35099,"null"
1906,"SuperAsia SA-242 Clean Wash-By Electronics World","Washing Machines","SA 242",34400,"null"
1907,"SuperAsia SA-244 Super Style-By Electronics World","Washing Machines","SA 244",34500,"null"
1908,"SuperAsia SA-245 Easy Wash-By Electronics World","Washing Machines","SA 245",35000,"null"
1909,"SuperAsia SA-518-By Electronics World","Washing Machines","SA-518",21899,"null"
1910,"SuperAsia SD-525-By electronics World","Washing Machines","SD-525",19800,"null"
1911,"SuperAsia SD-540-By Electronics World","Washing Machines","SA-540",26599,"null"
1912,"SuperAsia 7kg Dryer Steel SA-550-By Electronics World","Washing Machines","SA 550",24999,"null"
1913,"SuperAsia SA 555-By Electronics World","Washing Machines","SA 555",29000,"null"
1915,"Royal Washing Machine RW-1010 FT-By Electronics World","Washing Machines","RWM-1010 SB",29570,"null"
1916,"Royal Washing Machine 1012 FB Single-By Electronics World","Washing Machines","RWM-1012 FB",28399,"null"
1917,"Royal Washing Machine RW-1014 ST-By Electronics World","Washing Machines","RWM-1014 ST",29699,"null"
1918,"Royal 10 KG Single Tub Washer RW-1016FT Semi Automatic-By Electronics World","Washing Machines","RWM-1016 FT",101016,"null"
1919,"8090","Washing Machines","RWM-8090",8090,"null"
1920,"8092","Washing Machines","RWM-8092",8092,"null"
1921,"8094","Washing Machines","RWM-8094",8094,"null"
1922,"9096","Washing Machines","RWM-9096",9096,"null"
1923,"Royal RD-110 Spin Dryer-By Electronics World","Washing Machines","RD-110 Dryer",27699,"null"
1924,"Royal Spinner Machine RD-112T-By Electronics World","Washing Machines","RD-112 T Dryer",29099,"null"
1925,"Royal RWM-8010 Washing Machine-By Electronics World","Washing Machines","RWM-8010",8010,"null"
1926,"Royal RWM-8012  Washing Machine 8.5KG-By Electronics World","Washing Machines","RWM-8012",8012,"null"
1927,"Kenwood 10KG Twin Tub Washing Machine KWM-1012-By Electronics World","Washing Machines","Kenwood",101012,"null"
1928,"Kenwood 9KG Twin Tub Washing Machine KWM-950 SA-By Electronics World","Washing Machines","Kenwood",9950,"null"
1929,"Kenwood 21059 Twin Tub Washing Machine (10 kg)-By Electronics World","Washing Machines","Kenwood",21059,"null"
1930,"Kenwood KWM 211059 SAG 10KG-By electronics World","Washing Machines","Kenwood",211059,"null"
1931,"Kenwood 21159 Twin Tub Washing Machine (11 KG)-By Electronics World","Washing Machines","Kenwood",21159,"null"
1932,"Kenwood KWM 231159 Twin Tub Washing Machine SAG 11 KG-By Electronics World","Washing Machines","Kenwood",231159,"null"
1933,"Kenwood KWM-899 Single Tub Grey Washer 8 KG Washing Machine-By Electronics World","Washing Machines","Kenwood",8998,"null"
1934,"Kenwood KWS-1050 Single Tub Spiner 10 Kg Spin Dryer-By Electronics World","Washing Machines","Kenwood",105010,"null"
1935,"Homage HW-49112  Washing Machine Glass Top 11 KG-By Electronics World","Washing Machines","Homage",49112,"null"
1936,"Homage HW-49112 SAP Washing Machine 11KG Twin Tub -By Electronics World","Washing Machines","Homage",49112,"null"
1937,"Homage HW-49102SAP Semi-Automatic Washing Machine SPARKLE Series-By Electronics World","Washing Machines","Homage",49102,"null"
1938,"Homage HW-49102 Semi-Automatic Glass Door Washing Machine-By Electronics World","Washing Machines","Homage",49102,"null"
1939,"Homage HW-4991WP Single Tub Washer-By Electronics World","Washing Machines","Homage",24299,"null"
1940,"Homage HW-49101SP Spin Dryer-By Electronics World","Washing Machines","Homage",49101,"null"
1941,"DW-10500","Washing Machines","Generic",10500,"/images/products/dawlance-dawlance-washing-machine-semi-auto-twin-tub-top-load-12kg-dw-10500.jpg"
1942,"DW-10600","Washing Machines","Generic",10600,"null"
1944,"Front Load Washing Machine","Washing Machines","Front Load Washing Machine",8010,"/images/products/haier 8kg frontload washing machine.png"
1945,"HW-105-B 14959 S8","Washing Machines","HW-105-B 14959 S8",45000,"/images/products/haier-hw-105-b-14959-s8.jpg"
1946,"HWD-105 149 With dryer","Washing Machines","HWD-105 149 With dryer",105149,"null"
1947,"1099","Kitchen Appliances","Generic",45000,"null"
1948,"1043","Kitchen Appliances","Generic",45000,"null"
1949,"1044","Kitchen Appliances","Generic",45000,"null"
1950,"1046","Kitchen Appliances","Generic",45000,"null"
1951,"MEAT MINCER / RICE COOKER","Kitchen Appliances","MEAT MINCER / RICE COOKER",45000,"null"
1952,"1036","Kitchen Appliances","Generic",45000,"null"
1953,"3040","Kitchen Appliances","Generic",45000,"null"
1954,"5350","Kitchen Appliances","Generic",45000,"null"
1956,"496 C","Kitchen Appliances","Generic",45000,"null"
1957,"497 C","Kitchen Appliances","Generic",45000,"null"
1958,"4981","Kitchen Appliances","Generic",45000,"null"
1959,"495 C","Kitchen Appliances","Generic",45000,"null"
1961,"3669","Kitchen Appliances","Generic",45000,"null"
1962,"3469","Kitchen Appliances","Generic",45000,"null"
1963,"3569","Kitchen Appliances","Generic",45000,"null"
1966,"5145","Kitchen Appliances","Generic",45000,"null"
1967,"5146","Kitchen Appliances","Generic",45000,"null"
1968,"5147","Kitchen Appliances","Generic",45000,"null"
1969,"5307","Kitchen Appliances","Generic",45000,"null"
1971,"2542","Kitchen Appliances","Generic",25422,"null"
1972,"2538","Kitchen Appliances","Generic",25382,"null"
1973,"2589","Kitchen Appliances","Generic",25892,"null"
1974,"2528","Kitchen Appliances","Generic",25284,"null"
1975,"2533","Kitchen Appliances","Generic",25332,"null"
